kind,region,pulled_at,author,clip_id,country_code,cover,duration,if_cml,is_search,link,on_list_times,promoted,rank,rank_diff,rank_diff_type,related_items,song_id,title,trend,url_title,cml_mid,music_url
song,US,2025-12-27T04:53:49,Post Malone,7036925579949508609,US,https://p16-sg.tiktokcdn.com/aweme/720x720/tos-alisg-v-2774/oc0tfCBuT3CB2iZJmuj2eAQtgEK7B72EAAw9iC.jpeg,60,False,False,https://www.tiktok.com/music/x-7036925579949508609,,False,1,0.0,2,"[{'item_id': 7584855704788389000, 'cover_uri': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068c799-us/oMCG2ibCII0AipFP9xEBCEB0npViiBeWAwui0o~tplv-noop.image?dr=18692&refresh_token=13d4cb67&x-expires=1766832830&x-signature=jn%2FkZqa6nJeawa%2Fey4IokeE3z6k%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=317596d8&idc=my'}]",7036925554406197249,White Iverson,"[{'time': 1766188800, 'value': 1}, {'time': 1766275200, 'value': 0.65}, {'time': 1766361600, 'value': 0.5}, {'time': 1766448000, 'value': 0.4}, {'time': 1766534400, 'value': 0.42}, {'time': 1766620800, 'value': 0.35}, {'time': 1766707200, 'value': 0.26}]",White-Iverson,,
song,US,2025-12-27T04:53:49,Quality Control & Layton Greene & Lil Baby,6750949227020421121,US,https://p16-sg.tiktokcdn.com/aweme/720x720/tos-alisg-v-2774/aeb6cd7569174c08912098cfc77ee38d.jpeg,60,False,False,https://www.tiktok.com/music/x-6750949227020421121,,False,2,0.0,2,"[{'item_id': 7584587683591097000, 'cover_uri': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068c799-us/oMVBQa5AtdlDqufwB3CRmwf2EIEFB3EpAE9IDE~tplv-noop.image?dr=18692&refresh_token=f5bdb54c&x-expires=1766832833&x-signature=1LapqOY5yXOAAd7QEomxIha64gM%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=317596d8&idc=my'}, {'item_id': 7584642591900093000, 'cover_uri': 'https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/oApycsEpGBUQgAFRwBsQzIeEZQEOgofSC9IDEO~tplv-noop.image?dr=18692&refresh_token=3db1b7fc&x-expires=1766832833&x-signature=Zpnx%2BPd8CD4b4h%2BZdj20H%2F0OMI4%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=317596d8&idc=my'}, {'item_id': 7584573758174744000, 'cover_uri': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068c799-us/ogdEFbDuFPEpQ0BTURikABdEufkEIVBfApd5hE~tplv-noop.image?dr=18692&refresh_token=0797a0d0&x-expires=1766832832&x-signature=LrWzn4TyZhdURsrN1Jc2HD97GOE%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=317596d8&idc=my'}, {'item_id': 7584521729779846000, 'cover_uri': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068c799-us/oUNDFoDvF01aQoBvERy9AB9Ejl1EISAfgpae2E~tplv-noop.image?dr=18692&refresh_token=5eece270&x-expires=1766832848&x-signature=luR39Ax8mU5jufCtSw%2BCtA36hkI%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=317596d8&idc=my'}]",6732892723335923714,Leave Em Alone,"[{'time': 1766188800, 'value': 1}, {'time': 1766275200, 'value': 0.48}, {'time': 1766361600, 'value': 0.38}, {'time': 1766448000, 'value': 0.36}, {'time': 1766534400, 'value': 0.36}, {'time': 1766620800, 'value': 0.33}, {'time': 1766707200, 'value': 0.24}]",Leave-Em-Alone,,
song,US,2025-12-27T04:53:49,Allan Sherman,7013717345944209410,US,https://p16-sg.tiktokcdn.com/aweme/720x720/tos-alisg-v-2774/oAecZKbjoEQAtABipBHFPAQEENDAUsCmLgftA2.jpeg,60,False,False,https://www.tiktok.com/music/x-7013717345944209410,,False,3,2.0,1,"[{'item_id': 7584596812548361000, 'cover_uri': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068c799-us/oMaMeQjBDhSAQIAzUfE4CFgIjHYDUAOkDQfCZP~tplv-noop.image?dr=18692&refresh_token=5e91c523&x-expires=1766832886&x-signature=tKr60YqbDvem11pjuq55r3QY1DA%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=317596d8&idc=my'}, {'item_id': 7584178789463166000, 'cover_uri': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068c799-us/okBYcxxVaEqpixIEpVv1UaAiqBBYBAoPyARi8~tplv-noop.image?dr=18692&refresh_token=c5ddb38c&x-expires=1766832833&x-signature=ZuPPRaaUx4w6MrGI4ulFn2hK9t4%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=317596d8&idc=my'}, {'item_id': 7584953341889859000, 'cover_uri': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068c799-us/oAiFkEBZIfRVymQSzfmFGQy6pd2VxDRUQDEAAE~tplv-noop.image?dr=18692&refresh_token=1acdc522&x-expires=1766832835&x-signature=%2BBjE4UL7dyA0B7ZkWw%2B%2Fdlse%2F3U%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=317596d8&idc=my'}, {'item_id': 7584535911304613000, 'cover_uri': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068c799-us/oA50oCBiIBAiUxxhfCAwI7aikNBzg2uc2uFIpr~tplv-noop.image?dr=18692&refresh_token=0124e5fe&x-expires=1766832839&x-signature=8PdbqKyBcbH5w5karg9Jgn%2FzKy8%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=317596d8&idc=my'}]",7013531757328730114,You're a Mean One Mr. Grinch (A Funny Christmas Song),"[{'time': 1766188800, 'value': 1}, {'time': 1766275200, 'value': 0.75}, {'time': 1766361600, 'value': 0.68}, {'time': 1766448000, 'value': 0.63}, {'time': 1766534400, 'value': 0.67}, {'time': 1766620800, 'value': 0.71}, {'time': 1766707200, 'value': 0.71}]",You-re-a-Mean-One-Mr-Grinch-A-Funny-Christmas-Song,,
song,US,2025-12-27T04:53:49,The Wicked Warrior,7454568928821921793,US,https://p16-sg.tiktokcdn.com/aweme/720x720/tos-alisg-v-2774/oMIAeQ8zhoWheQeLeYQAE8GPeAYAwBYeMOzfsAL.jpeg,60,False,False,https://www.tiktok.com/music/x-7454568928821921793,,False,4,2.0,1,"[{'item_id': 7584296350855024000, 'cover_uri': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068c799-us/owssBAmJNSChyEQpqQFfDBgfbqKPHWIERrD8Ei~tplv-noop.image?dr=18692&refresh_token=bf67658b&x-expires=1766832883&x-signature=mx5Up3O5tt90DUwby7mCbMsvdTQ%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=317596d8&idc=my'}, {'item_id': 7584829514816015000, 'cover_uri': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068c799-us/okJMIwFzzWVj2cgFEEDAQoQ0RApAdByECrEofe~tplv-noop.image?dr=18692&refresh_token=74648443&x-expires=1766832831&x-signature=Lk8IEOmJcVzfWrZu2cioW%2FPClKQ%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=317596d8&idc=my'}]",7454574607664826384,Grinchmas,"[{'time': 1766188800, 'value': 0.77}, {'time': 1766275200, 'value': 0.77}, {'time': 1766361600, 'value': 0.7}, {'time': 1766448000, 'value': 0.63}, {'time': 1766534400, 'value': 0.61}, {'time': 1766620800, 'value': 0.82}, {'time': 1766707200, 'value': 1}]",Grinchmas,,
song,US,2025-12-27T04:53:49,NACHO CASTILLO,7572365083139016721,US,https://p16-sg.tiktokcdn.com/aweme/720x720/tos-alisg-v-2774/oUysnhAL8FIMtGA2AMzS8NCceQDgXaAfePAItV.jpeg,60,False,False,https://www.tiktok.com/music/x-7572365083139016721,,False,5,2.0,1,"[{'item_id': 7578687808009702000, 'cover_uri': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068c799-us/oUd1AsViaPxEMBA5mboHvAIcs7SAERz3B6ib1~tplv-noop.image?dr=18692&refresh_token=6974c4db&x-expires=1766832884&x-signature=1R6XHU5fW7LGwXqfoGpA4MISJII%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=317596d8&idc=my'}, {'item_id': 7579266562440383000, 'cover_uri': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068c799-us/ooRBbFE5AnkfsgL8upx4AYVu6IEEI37fDv9tEA~tplv-noop.image?dr=18692&refresh_token=ecf1217f&x-expires=1766832858&x-signature=bJAk%2B6v0VvsJ17GZDRvAhXpmk5w%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=317596d8&idc=my'}, {'item_id': 7578910831715323000, 'cover_uri': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068c799-us/ogCNAZiWaLBe2I2AQSIGIrewgEecAQ0iIqbzBj~tplv-noop.image?dr=18692&refresh_token=6f89a992&x-expires=1766832885&x-signature=SN3%2B%2FTpGYHRJFN1sZM8XkeuaQDY%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=317596d8&idc=my'}, {'item_id': 7579435924849708000, 'cover_uri': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068c799-us/oogENqAMiBkl1qFvWQigAhIiIA41CzRfCWA018~tplv-noop.image?dr=18692&refresh_token=a7696397&x-expires=1766832858&x-signature=09ZrHiXtFBTPgkqOPisjFNnPFKE%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=317596d8&idc=my'}]",7572372016109029377,Le pregunte al tiempo,"[{'time': 1766188800, 'value': 1}, {'time': 1766275200, 'value': 0.61}, {'time': 1766361600, 'value': 0.53}, {'time': 1766448000, 'value': 0.6}, {'time': 1766534400, 'value': 0.48}, {'time': 1766620800, 'value': 0.59}, {'time': 1766707200, 'value': 0.74}]",Le-pregunte-al-tiempo,,
song,US,2025-12-27T04:53:49,Declan McKenna,7309169408407799810,US,https://p16-sg.tiktokcdn.com/aweme/720x720/tos-alisg-v-2774/oMAAePEEEDAKDXef7UFg4gBV7sL5EaF3DCFzAr.jpeg,60,False,False,https://www.tiktok.com/music/x-7309169408407799810,,False,6,4.0,1,"[{'item_id': 7584617776573206000, 'cover_uri': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068c799-us/oMI0njCS0gDekF1Gtc6DbACIkIHfAh340QCQEf~tplv-noop.image?dr=18692&refresh_token=caa60b39&x-expires=1766832835&x-signature=NtVkkIAJNu1xDvLhCifQ%2BPh1uYA%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=317596d8&idc=my'}, {'item_id': 7583345173430586000, 'cover_uri': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068c799-us/oka9Bt31EOis4TaI4Vvg9dAIDizAQiDBQ0UIi~tplv-noop.image?dr=18692&refresh_token=467b9bdc&x-expires=1766832840&x-signature=4h8brjMmdeki8OQi%2BnX6o8zxSac%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=317596d8&idc=my'}, {'item_id': 7581291353414405000, 'cover_uri': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068c799-us/oA1xEeoOGOskLehRJ2IKJGQG2FIQc8eAnmGmeA~tplv-noop.image?dr=18692&refresh_token=acf75bb1&x-expires=1766832832&x-signature=kZuBW8%2FtWoru2KERRPadmpLvfnk%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=317596d8&idc=my'}]",7308726148225173505,Slipping Through My Fingers,"[{'time': 1766188800, 'value': 1}, {'time': 1766275200, 'value': 0.85}, {'time': 1766361600, 'value': 0.66}, {'time': 1766448000, 'value': 0.59}, {'time': 1766534400, 'value': 0.76}, {'time': 1766620800, 'value': 0.73}, {'time': 1766707200, 'value': 0.61}]",Slipping-Through-My-Fingers,,
song,US,2025-12-27T04:53:49,Goji Georgie,7572179148643338256,US,https://p16-sg.tiktokcdn.com/aweme/720x720/tos-alisg-v-2774/ocAePAgDSCz5dRoFEAA5TFEVaDEVfKtAfzE7A7.jpeg,60,True,False,https://www.tiktok.com/music/x-7572179148643338256,,False,7,1.0,1,"[{'item_id': 7583857226532638000, 'cover_uri': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068c799-us/oAgECf0fZAuRDSoQD2iEAiBVREPFIUUppJW395~tplv-noop.image?dr=18692&refresh_token=4299474b&x-expires=1766832842&x-signature=4KSfpomAjKg%2ByBOgWE4lzdQ4y74%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=317596d8&idc=my'}, {'item_id': 7582816015776566000, 'cover_uri': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068c799-us/osEBGaIAVmAF4E5JZuR0tOfMRKDfEBhQmDip33~tplv-noop.image?dr=18692&refresh_token=8c8ae264&x-expires=1766832838&x-signature=cGaanJGPjNu005ViTRiGq9Q3NZI%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=317596d8&idc=my'}, {'item_id': 7582809803001499000, 'cover_uri': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068c799-us/oM3cjkfYeAF4ENGfRXt7W2QARLGkj7LyuIIQOe~tplv-noop.image?dr=18692&refresh_token=ce567d98&x-expires=1766832833&x-signature=i%2BmBsfmTWKvs8tUCVKEaTFccMRY%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=317596d8&idc=my'}, {'item_id': 7583262529296535000, 'cover_uri': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068c799-us/oI5BuSEIIDgptZPfeKFS92QrxXkWIEARDBSRC2~tplv-noop.image?dr=18692&refresh_token=21f15ffc&x-expires=1766832833&x-signature=gxupXf5AfCpyyq5HeDGpK2Q6qC8%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=317596d8&idc=my'}]",7572186139928315921,67 Merry Rizzmas,"[{'time': 1766188800, 'value': 0.94}, {'time': 1766275200, 'value': 0.56}, {'time': 1766361600, 'value': 0.45}, {'time': 1766448000, 'value': 0.76}, {'time': 1766534400, 'value': 1}, {'time': 1766620800, 'value': 0.8}, {'time': 1766707200, 'value': 0.79}]",67-Merry-Rizzmas,7572186790678691856,https://sf19-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/oYfSJtzZasDcOzhEAeFutQd7D4COYACqfZggwF
song,US,2025-12-27T04:53:49,Geaux Teezy,7473053822556342273,US,https://p16-sg.tiktokcdn.com/aweme/720x720/tos-alisg-v-2774/osLGyAaRvFeTDHXAIKNiNzQCgf8eQtEAaNgAQG.jpeg,60,False,False,https://www.tiktok.com/music/x-7473053822556342273,,False,8,,4,"[{'item_id': 7584852071409634000, 'cover_uri': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068c799-us/osE0CpiEXBsn0gRuxlIARiiD4zBksQAbFfhetS~tplv-noop.image?dr=18692&refresh_token=f9639df8&x-expires=1766832830&x-signature=VCfo0jHB0Me8gpY6b7h36LZxsn4%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=317596d8&idc=my'}, {'item_id': 7579485711137656000, 'cover_uri': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068c799-us/ow5riBAiRIM7UIDwttCll5I9gZvgBfZApj60Ev~tplv-noop.image?dr=18692&refresh_token=23a0a98c&x-expires=1766832840&x-signature=uylNt16INZKG4SwNBM9f2rKJEBE%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=317596d8&idc=my'}, {'item_id': 7582811816124878000, 'cover_uri': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068c799-us/o4g1NuT7x7ASBIHF07PBajhFEi4IViBEYUuj1~tplv-noop.image?dr=18692&refresh_token=8e66bd1f&x-expires=1766832840&x-signature=Ny1o4ZmyMPYzCvWSZZleN60WtmY%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=317596d8&idc=my'}]",7473060426827499521,Dumb wit it (get in dea),"[{'time': 1766188800, 'value': 0.55}, {'time': 1766275200, 'value': 0.41}, {'time': 1766361600, 'value': 0.46}, {'time': 1766448000, 'value': 0.57}, {'time': 1766534400, 'value': 0.7}, {'time': 1766620800, 'value': 0.88}, {'time': 1766707200, 'value': 1}]",Dumb-wit-it-get-in-dea,,
song,US,2025-12-27T04:53:49,Cici Beats,7454311872775817232,US,https://p16-sg.tiktokcdn.com/aweme/720x720/tos-alisg-v-2774/ogJKWAzisowfHSBCCwAYWEAuEBuza1BLFyWAiA.jpeg,185,True,False,https://www.tiktok.com/music/x-7454311872775817232,,False,9,17.0,1,"[{'item_id': 7584178997953564000, 'cover_uri': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068c799-us/owlRDEgMIepIaCEsIBALxSFACQ2aaDfG1zAXoR~tplv-noop.image?dr=18692&refresh_token=847e19da&x-expires=1766832888&x-signature=I%2FnrFhX9oW5St02B2hEQqCwYZf8%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=317596d8&idc=my'}, {'item_id': 7584258024160742000, 'cover_uri': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068c799-us/oQxJEDAFcIs0dRCgeEEQ8FILTUskDfxBSpKpNA~tplv-noop.image?dr=18692&refresh_token=aa9cdfb8&x-expires=1766832836&x-signature=fMoX0zsyHpv%2FJPj05L2fbvOIIyI%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=317596d8&idc=my'}, {'item_id': 7584928174107020000, 'cover_uri': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068c799-us/okiDRxYqpQSeEuDiFBQFXxNEQODGL3AzqgfuAd~tplv-noop.image?dr=18692&refresh_token=a6f673d9&x-expires=1766832999&x-signature=noic8yQwXv0NlETjhx7mKs%2B5Jq4%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=317596d8&idc=my'}, {'item_id': 7582794365022604000, 'cover_uri': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068c799-us/oUH309LgggLJyescffJitYsK2g7fQxg4AAevzN~tplv-noop.image?dr=18692&refresh_token=478828cc&x-expires=1766832913&x-signature=vJZRIz5fdR4AKa1HUsmVf2pS4A0%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=317596d8&idc=my'}]",7454308486354323457,Santa Tell Me Beat,"[{'time': 1766188800, 'value': 0.77}, {'time': 1766275200, 'value': 0.8}, {'time': 1766361600, 'value': 0.67}, {'time': 1766448000, 'value': 1}, {'time': 1766534400, 'value': 0.8}, {'time': 1766620800, 'value': 0.8}, {'time': 1766707200, 'value': 1}]",Santa-Tell-Me-Beat,7454312344273862673,https://sf19-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/ooWYCLZl3z0uRiivUJmQ3w0BuAZZWdIcCMrAM
song,US,2025-12-27T04:53:49,Walter Landors,7075028761868584961,US,https://p16-sg.tiktokcdn.com/aweme/720x720/tos-alisg-v-2774/ooA9ziwWiEBEwzJtwOfGbAOBsAJ2zBoAAA9xAq.jpeg,20,True,False,https://www.tiktok.com/music/x-7075028761868584961,,False,10,46.0,1,"[{'item_id': 7584783729118236000, 'cover_uri': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068c799-us/o0qZhSxjcIffIIOIQSRAe5MQXb8CACVySQkFYh~tplv-noop.image?dr=18692&refresh_token=07cc90a5&x-expires=1766832832&x-signature=bkj3AOuZpSdt8v0av3yjzRgGusg%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=317596d8&idc=my'}, {'item_id': 7584999191580052000, 'cover_uri': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068c799-us/ocEmguEAVgAFoE1Vl2Ru2QfeCFDFEB8ISAJpFD~tplv-noop.image?dr=18692&refresh_token=88004693&x-expires=1766832838&x-signature=sml0myp5rtOWOEqOzfqf%2BoFu7sw%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=317596d8&idc=my'}, {'item_id': 7566807077876714000, 'cover_uri': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068c799-us/o49CTfz7egmVDpCIEglEAWBSODOFI5topXv1pI~tplv-noop.image?dr=18692&refresh_token=4b2d29ae&x-expires=1766832856&x-signature=loI86Z0RF8Slx35SMiCDJK4TrNc%3D&t=9276707c&ps=14f1eb3e&shp=9e36835a&shcp=317596d8&idc=my'}]",7075028761514625026,Santa Claus Freestyle Beat,"[{'time': 1766188800, 'value': 0.96}, {'time': 1766275200, 'value': 1}, {'time': 1766361600, 'value': 0.79}, {'time': 1766448000, 'value': 0.92}, {'time': 1766534400, 'value': 0.93}, {'time': 1766620800, 'value': 0.79}, {'time': 1766707200, 'value': 0.58}]",Santa-Claus-Freestyle-Beat,7371833149745758225,https://sf19-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/ok2cYMJZEMeAFF3CsggQMADBxeCnCmDvaYkfzr
